team,slot,player,position,age,club,league,market_value_m,caps,goals,injury_status,expected_role,list_status,source_url,snapshot_date,value_source
USA,11,Brenden Aaronson,FW,25,Leeds United,Premier League,26.2,57,9,unknown,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,12,Miles Robinson,DF,29,FC Cincinnati,MLS,5.7,38,3,unknown,squad,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,13,Tim Ream,DF,38,Charlotte FC,MLS,4.8,80,1,unknown,squad,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,14,Sebastian Berhalter,MF,25,Vancouver Whitecaps FC,MLS,7.8,11,1,unknown,rotation,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,15,Cristian Roldan,MF,31,Seattle Sounders FC,MLS,8.2,45,0,unknown,rotation,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,16,Alex Freeman,DF,21,Villarreal,La Liga,8.3,15,2,unknown,rotation,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,17,Malik Tillman,MF,24,Bayer Leverkusen,Bundesliga,12.9,28,3,unknown,rotation,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,18,Maximilian Arfsten,DF,25,Columbus Crew,MLS,5.7,18,1,unknown,squad,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,19,Haji Wright,FW,28,Coventry City,Premier League,17.5,20,7,unknown,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,20,Folarin Balogun,FW,24,Monaco,Ligue 1,14.1,25,8,unknown,rotation,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,21,Timothy Weah,FW,26,Marseille,Ligue 1,20,49,7,unknown,starter,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,22,Mark McKenzie,DF,27,Toulouse,Ligue 1,7.8,27,0,unknown,rotation,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,23,Joe Scally,DF,23,Borussia Mönchengladbach,Bundesliga,10.9,24,0,unknown,rotation,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,24,Matt Freese,GK,27,New York City FC,MLS,3.8,14,0,unknown,squad,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,25,Chris Brady,GK,22,Chicago Fire FC,MLS,2.8,0,0,unknown,squad,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
USA,26,Alejandro Zendejas,FW,28,América,Liga MX,5.7,13,2,unknown,squad,association_final,https://www.ussoccer.com/stories/2026/05/usmnt-head-coach-mauricio-pochettino-names-26-player-roster-for-fifa-world-cup-2026,2026-05-30,team_value_allocated_proxy
Curacao,1,Eloy Room,GK,37,Miami FC,MLS,1.1,70,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,2,Shurandy Sambo,DF,24,Sparta Rotterdam,Eredivisie,1.6,7,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,3,Juriën Gaari,DF,32,Abha,Saudi Pro League,0.8,58,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,4,Roshon van Eijma,DF,28,RKC Waalwijk,Eredivisie,1.6,27,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,5,Sherel Floranus,DF,27,PEC Zwolle,Eredivisie,1.8,26,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,6,Godfried Roemeratoe,MF,26,RKC Waalwijk,Eredivisie,2,26,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,7,Juninho Bacuna,MF,28,Volendam,Eredivisie,2.3,47,14,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,8,Livano Comenencia,MF,22,Zürich,SUI,1,18,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,9,Jürgen Locadia,FW,32,Miami FC,MLS,1,12,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,10,Leandro Bacuna,MF,34,Iğdır,TUR,1.2,70,16,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,11,Jeremy Antonisse,FW,24,Kifisia,GRE,1.5,25,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,12,Sontje Hansen,FW,24,Middlesbrough,Premier League,2.6,5,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,13,Tyrese Noslin,MF,23,Telstar,Eredivisie,1.4,5,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,14,Kenji Gorré,FW,31,Maccabi Haifa,ISR,1.2,37,6,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,15,Ar'jany Martha,MF,22,Rotherham United,Premier League,2.4,8,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,16,Jearl Margaritha,FW,26,Beveren,BEL,1.2,21,5,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,17,Brandley Kuwas,FW,33,Volendam,Eredivisie,1.5,34,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,18,Armando Obispo,DF,27,PSV Eindhoven,Eredivisie,1,4,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,19,Gervane Kastaneer,FW,30,Terengganu,MAS,0.9,27,9,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,20,Joshua Brenet,DF,32,Kayserispor,TUR,0.6,17,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,21,Tahith Chong,FW,26,Sheffield United,Premier League,2.6,4,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,22,Kevin Felida,MF,26,Den Bosch,Eredivisie,1.9,19,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,23,Riechedly Bazoer,DF,29,Konyaspor,TUR,0.5,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,24,Deveron Fonville,DF,23,NEC,Eredivisie,0.9,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,25,Tyrick Bodak,GK,24,Telstar,Eredivisie,0.7,4,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Curacao,26,Trevor Doornbusch,GK,26,VVV-Venlo,Eredivisie,0.7,7,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Cura%C3%A7ao,2026-05-30,team_value_allocated_proxy
Germany,1,Manuel Neuer,GK,40,Bayern Munich,Bundesliga,21.2,124,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,2,Antonio Rüdiger,DF,33,Real Madrid,La Liga,41,82,3,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,3,Waldemar Anton,DF,29,Borussia Dortmund,Bundesliga,23.2,12,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,4,Jonathan Tah,DF,30,Bayern Munich,Bundesliga,28.9,45,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,5,Aleksandar Pavlović,MF,22,Bayern Munich,Bundesliga,37.5,9,1,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,6,Joshua Kimmich,MF,31,Bayern Munich,Bundesliga,53.6,108,10,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,7,Kai Havertz,FW,27,Arsenal,Premier League,83.7,57,21,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,8,Leon Goretzka,MF,31,Bayern Munich,Bundesliga,53.4,69,15,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,9,Jamie Leweling,MF,25,VfB Stuttgart,Bundesliga,29,4,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,10,Jamal Musiala,MF,23,Bayern Munich,Bundesliga,49.4,40,8,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,11,Nick Woltemade,FW,24,Newcastle United,Premier League,48.7,10,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,12,Oliver Baumann,GK,36,TSG Hoffenheim,Bundesliga,14.8,11,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,13,Pascal Groß,MF,34,Brighton & Hove Albion,Premier League,20.5,18,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,14,Maximilian Beier,FW,23,Borussia Dortmund,Bundesliga,40.7,7,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,15,Nico Schlotterbeck,DF,26,Borussia Dortmund,Bundesliga,29.4,25,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,16,Angelo Stiller,MF,25,VfB Stuttgart,Bundesliga,29.3,7,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,17,Florian Wirtz,MF,23,Liverpool,Premier League,54.7,39,10,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,18,Nathaniel Brown,DF,22,Eintracht Frankfurt,Bundesliga,19.7,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,19,Leroy Sané,MF,30,Galatasaray,TUR,18.9,74,16,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,20,Nadiem Amiri,MF,29,Mainz 05,Bundesliga,20.2,9,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,21,Alexander Nübel,GK,29,VfB Stuttgart,Bundesliga,15.5,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,22,David Raum,DF,28,RB Leipzig,Bundesliga,27.4,36,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,23,Felix Nmecha,MF,25,Borussia Dortmund,Bundesliga,22.9,6,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,24,Malick Thiaw,DF,24,Newcastle United,Premier League,28,5,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,25,Lennart Karl,MF,18,Bayern Munich,Bundesliga,15.9,2,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Germany,26,Deniz Undav,FW,29,VfB Stuttgart,Bundesliga,37.5,7,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Germany,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,1,Yahia Fofana,GK,25,Çaykur Rizespor,TUR,3.4,34,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,2,Alban Lafont,GK,27,Panathinaikos,GRE,2.8,4,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,3,Mohamed Koné,GK,24,Charleroi,BEL,2.6,0,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,4,Ghislain Konan,DF,30,Gil Vicente,Primeira Liga,11.1,53,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,5,Odilon Kossounou,DF,25,Atalanta,Serie A,14.2,35,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,6,Wilfried Singo,DF,25,Galatasaray,TUR,4.9,33,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,7,Evan Ndicka,DF,26,Roma,Serie A,13.6,28,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,8,Emmanuel Agbadou,DF,29,Beşiktaş,TUR,3.9,19,2,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,9,Guéla Doué,DF,23,Strasbourg,Ligue 1,9.5,19,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,10,Ousmane Diomande,DF,22,Sporting CP,Primeira Liga,8.2,14,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,11,Christopher Opéri,DF,29,İstanbul Başakşehir,TUR,3.6,11,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,12,Franck Kessié,MF,29,Al-Ahli,Saudi Pro League,12.7,102,15,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,13,Jean Michaël Seri,MF,34,Maribor,SVN,6.5,65,4,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,14,Ibrahim Sangaré,MF,28,Nottingham Forest,Premier League,19.3,57,12,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,15,Seko Fofana,MF,31,Porto,Primeira Liga,11.8,31,7,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,16,Christ Inao Oulaï,MF,20,Trabzonspor,TUR,3.3,8,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,17,Parfait Guiagon,MF,25,Charleroi,BEL,4.5,5,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,18,Nicolas Pépé,FW,31,Villarreal,La Liga,21.9,54,12,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,19,Oumar Diakité,FW,22,Cercle Brugge,BEL,8.3,28,6,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,20,Simon Adingra,FW,24,Monaco,Ligue 1,16.7,28,5,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,21,Evann Guessand,FW,24,Crystal Palace,Premier League,19,21,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,22,Amad Diallo,FW,23,Manchester United,Premier League,19,18,5,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,23,Yan Diomande,FW,19,RB Leipzig,Bundesliga,9.1,9,3,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,24,Bazoumana Touré,FW,20,TSG Hoffenheim,Bundesliga,8.7,5,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,25,Elye Wahi,FW,23,Nice,Ligue 1,10.2,1,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Cote d'Ivoire,26,Ange-Yoan Bonny,FW,22,Inter Milan,Serie A,11.2,0,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Ivory_Coast,2026-05-30,team_value_allocated_proxy
Japan,1,Zion Suzuki,GK,23,Parma,Serie A,7.3,23,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,2,Yukinari Sugawara,DF,25,Werder Bremen,Bundesliga,15.9,20,2,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,3,Shōgo Taniguchi,DF,34,Sint-Truiden,BEL,4.5,37,1,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,4,Kō Itakura,DF,29,Ajax,Eredivisie,10.2,39,2,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,5,Yūto Nagatomo,DF,39,FC Tokyo,J1 League,5.1,144,4,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,6,Wataru Endo,MF,33,Liverpool,Premier League,20.2,72,4,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,7,Ao Tanaka,MF,27,Leeds United,Premier League,23.1,37,8,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,8,Takefusa Kubo,MF,25,Real Sociedad,La Liga,23.6,48,7,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,9,Keisuke Gotō,FW,21,Sint-Truiden,BEL,4.5,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,10,Ritsu Dōan,MF,27,Eintracht Frankfurt,Bundesliga,25.4,64,11,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,11,Daizen Maeda,FW,28,Celtic,SCO,8.3,27,4,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,12,Keisuke Ōsako,GK,26,Sanfrecce Hiroshima,J1 League,3.9,11,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,13,Keito Nakamura,MF,25,Reims,Ligue 1,18,24,10,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,14,Junya Itō,MF,33,Genk,BEL,7,68,15,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,15,Daichi Kamada,MF,29,Crystal Palace,Premier League,22.2,49,12,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,16,Tsuyoshi Watanabe,DF,29,Feyenoord,Eredivisie,6.5,10,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,17,Yuito Suzuki,FW,24,SC Freiburg,Bundesliga,17.6,6,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,18,Ayase Ueda,FW,27,Feyenoord,Eredivisie,23.3,38,16,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,19,Kōki Ogawa,FW,28,NEC,Eredivisie,12.6,14,10,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,20,Ayumu Seko,DF,26,Le Havre,Ligue 1,10.7,13,0,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,21,Hiroki Itō,DF,27,Bayern Munich,Bundesliga,12.8,23,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,22,Takehiro Tomiyasu,DF,27,Ajax,Eredivisie,12,42,1,unknown,rotation,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,23,Tomoki Hayakawa,GK,27,Kashima Antlers,J1 League,3.7,3,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,24,Kaishū Sano,MF,25,Mainz 05,Bundesliga,16.6,12,0,unknown,starter,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
Japan,25,Junnosuke Suzuki,DF,22,Copenhagen,DEN,4.8,6,0,unknown,squad,association_final,https://en.wikipedia.org/wiki/2026_FIFA_World_Cup_squads#Japan,2026-05-30,team_value_allocated_proxy
