pair_key,team_a,team_b,matches,competitive_matches,team_a_wins,draws,team_b_wins,team_a_goals,team_b_goals,recent_matches_since_2010,recent_team_a_wins,recent_draws,recent_team_b_wins,last_match_date,last_match_tournament,last_match_score,last_match_result_for_team_a,source_url
Colombia||Morocco,Colombia,Morocco,1,0,1,0,0,2,0,0,0,0,0,2006-06-04,Friendly,Colombia 2-0 Morocco,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Netherlands,Colombia,Netherlands,1,0,0,1,0,0,0,1,0,1,0,2013-11-19,Friendly,Netherlands 0-0 Colombia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||New Zealand,Colombia,New Zealand,2,1,2,0,0,5,2,1,1,0,0,2025-11-15,Friendly,Colombia 2-1 New Zealand,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Norway,Colombia,Norway,1,0,0,1,0,0,0,0,0,0,0,1997-10-08,Friendly,Norway 0-0 Colombia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Panama,Colombia,Panama,7,5,5,0,2,20,7,2,2,0,0,2024-07-06,Copa América,Colombia 5-0 Panama,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Paraguay,Colombia,Paraguay,51,40,23,10,18,62,55,12,8,3,1,2025-03-25,FIFA World Cup qualification,Colombia 2-2 Paraguay,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Portugal,Colombia,Portugal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Qatar,Colombia,Qatar,1,1,1,0,0,1,0,1,1,0,0,2019-06-19,Copa América,Colombia 1-0 Qatar,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Saudi Arabia,Colombia,Saudi Arabia,2,0,1,1,0,2,1,1,1,0,0,2022-06-05,Friendly,Saudi Arabia 0-1 Colombia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Scotland,Colombia,Scotland,2,1,1,1,0,1,0,0,0,0,0,1996-05-29,Friendly,Colombia 1-0 Scotland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Senegal,Colombia,Senegal,3,1,2,1,0,5,2,3,2,1,0,2018-06-28,FIFA World Cup,Senegal 0-1 Colombia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||South Africa,Colombia,South Africa,1,0,0,0,1,1,2,1,0,0,1,2010-05-27,Friendly,South Africa 2-1 Colombia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Spain,Colombia,Spain,4,0,1,2,1,4,4,3,1,1,1,2024-03-22,Friendly,Spain 0-1 Colombia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Sweden,Colombia,Sweden,2,1,0,2,0,2,2,0,0,0,0,1994-02-18,Joe Robbie Cup,Colombia 0-0 Sweden,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Switzerland,Colombia,Switzerland,4,2,2,1,1,9,6,0,0,0,0,2007-03-25,Friendly,Colombia 3-1 Switzerland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Tunisia,Colombia,Tunisia,2,1,1,1,0,2,1,1,0,1,0,2014-03-05,Friendly,Colombia 1-1 Tunisia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Türkiye,Colombia,Türkiye,1,1,0,0,1,1,2,0,0,0,0,2003-06-28,Confederations Cup,Colombia 1-2 Türkiye,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||USA,Colombia,USA,21,8,13,5,3,31,15,7,5,2,0,2024-06-08,Friendly,USA 1-5 Colombia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Uruguay,Colombia,Uruguay,47,38,13,13,21,52,67,11,3,4,4,2024-11-15,FIFA World Cup qualification,Uruguay 3-2 Colombia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Colombia||Uzbekistan,Colombia,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Cote d'Ivoire,Congo DR,Cote d'Ivoire,22,14,6,5,11,32,38,6,1,1,4,2024-02-07,African Cup of Nations,Cote d'Ivoire 1-0 Congo DR,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Croatia,Congo DR,Croatia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Curacao,Congo DR,Curacao,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Czechia,Congo DR,Czechia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Ecuador,Congo DR,Ecuador,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Egypt,Congo DR,Egypt,14,9,2,4,8,16,28,4,0,2,2,2024-01-28,African Cup of Nations,Egypt 1-1 Congo DR,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||England,Congo DR,England,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||France,Congo DR,France,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Germany,Congo DR,Germany,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Ghana,Congo DR,Ghana,21,16,4,5,12,20,37,2,0,1,1,2017-01-29,African Cup of Nations,Congo DR 1-2 Ghana,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Haiti,Congo DR,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||IR Iran,Congo DR,IR Iran,1,1,1,0,0,3,1,0,0,0,0,1977-07-29,Beijing International Friendship Tournament,IR Iran 1-3 Congo DR,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Iraq,Congo DR,Iraq,2,0,0,0,2,1,3,2,0,0,2,2015-03-31,Friendly,Iraq 1-0 Congo DR,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Japan,Congo DR,Japan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Jordan,Congo DR,Jordan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Korea Republic,Congo DR,Korea Republic,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Mexico,Congo DR,Mexico,1,0,0,0,1,1,2,0,0,0,0,2006-05-12,Friendly,Mexico 2-1 Congo DR,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Morocco,Congo DR,Morocco,16,13,2,9,5,12,23,5,1,3,1,2024-01-21,African Cup of Nations,Morocco 1-1 Congo DR,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Netherlands,Congo DR,Netherlands,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||New Zealand,Congo DR,New Zealand,1,0,0,1,0,1,1,1,0,1,0,2023-10-13,Friendly,Congo DR 1-1 New Zealand,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Norway,Congo DR,Norway,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Panama,Congo DR,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Paraguay,Congo DR,Paraguay,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Portugal,Congo DR,Portugal,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Qatar,Congo DR,Qatar,1,0,0,1,0,2,2,0,0,0,0,2009-10-14,Friendly,Qatar 2-2 Congo DR,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Saudi Arabia,Congo DR,Saudi Arabia,1,0,0,0,1,0,2,1,0,0,1,2010-05-21,Friendly,Congo DR 0-2 Saudi Arabia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Scotland,Congo DR,Scotland,1,1,0,0,1,0,2,0,0,0,0,1974-06-14,FIFA World Cup,Congo DR 0-2 Scotland,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Senegal,Congo DR,Senegal,14,9,2,6,6,15,19,5,0,2,3,2025-12-27,African Cup of Nations,Senegal 1-1 Congo DR,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||South Africa,Congo DR,South Africa,8,7,1,2,5,5,9,2,0,1,1,2024-02-10,African Cup of Nations,South Africa 0-0 Congo DR,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Spain,Congo DR,Spain,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Sweden,Congo DR,Sweden,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Switzerland,Congo DR,Switzerland,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Tunisia,Congo DR,Tunisia,14,11,3,4,7,13,25,4,0,2,2,2021-06-05,Friendly,Tunisia 1-0 Congo DR,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Türkiye,Congo DR,Türkiye,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||USA,Congo DR,USA,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Uruguay,Congo DR,Uruguay,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Congo DR||Uzbekistan,Congo DR,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Croatia,Cote d'Ivoire,Croatia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Curacao,Cote d'Ivoire,Curacao,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Czechia,Cote d'Ivoire,Czechia,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Ecuador,Cote d'Ivoire,Ecuador,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Egypt,Cote d'Ivoire,Egypt,25,17,7,7,11,28,33,3,1,1,1,2026-01-10,African Cup of Nations,Egypt 3-2 Cote d'Ivoire,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||England,Cote d'Ivoire,England,1,0,0,0,1,0,3,1,0,0,1,2022-03-29,Friendly,England 3-0 Cote d'Ivoire,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||France,Cote d'Ivoire,France,4,0,1,1,2,3,6,3,1,1,1,2026-06-04,Friendly,France 1-2 Cote d'Ivoire,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Germany,Cote d'Ivoire,Germany,1,0,0,1,0,2,2,0,0,0,0,2009-11-18,Friendly,Germany 2-2 Cote d'Ivoire,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Ghana,Cote d'Ivoire,Ghana,39,21,11,13,15,48,59,5,1,3,1,2021-06-12,Friendly,Ghana 0-0 Cote d'Ivoire,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Haiti,Cote d'Ivoire,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||IR Iran,Cote d'Ivoire,IR Iran,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Iraq,Cote d'Ivoire,Iraq,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Japan,Cote d'Ivoire,Japan,5,2,2,0,3,4,4,3,2,0,1,2020-10-13,Friendly,Japan 1-0 Cote d'Ivoire,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Jordan,Cote d'Ivoire,Jordan,1,0,1,0,0,2,0,0,0,0,0,2006-01-17,Friendly,Cote d'Ivoire 2-0 Jordan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Korea Republic,Cote d'Ivoire,Korea Republic,2,0,1,0,1,4,2,2,1,0,1,2026-03-28,Friendly,Cote d'Ivoire 4-0 Korea Republic,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Mexico,Cote d'Ivoire,Mexico,1,0,0,0,1,1,4,1,0,0,1,2013-08-14,Friendly,Mexico 4-1 Cote d'Ivoire,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Morocco,Cote d'Ivoire,Morocco,22,15,7,8,7,26,28,8,1,4,3,2023-10-14,Friendly,Cote d'Ivoire 1-1 Morocco,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Netherlands,Cote d'Ivoire,Netherlands,2,1,0,0,2,1,7,1,0,0,1,2017-06-04,Friendly,Netherlands 5-0 Cote d'Ivoire,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||New Zealand,Cote d'Ivoire,New Zealand,1,1,0,0,1,0,1,1,0,0,1,2025-06-07,Canadian Shield,Cote d'Ivoire 0-1 New Zealand,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Norway,Cote d'Ivoire,Norway,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Panama,Cote d'Ivoire,Panama,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Paraguay,Cote d'Ivoire,Paraguay,2,1,0,2,0,3,3,1,0,1,0,2010-05-30,Friendly,Paraguay 2-2 Cote d'Ivoire,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Portugal,Cote d'Ivoire,Portugal,1,1,0,1,0,0,0,1,0,1,0,2010-06-15,FIFA World Cup,Cote d'Ivoire 0-0 Portugal,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Qatar,Cote d'Ivoire,Qatar,1,0,1,0,0,6,1,0,0,0,0,2007-11-21,Friendly,Qatar 1-6 Cote d'Ivoire,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Saudi Arabia,Cote d'Ivoire,Saudi Arabia,1,0,0,0,1,0,1,1,0,0,1,2025-11-14,Friendly,Saudi Arabia 1-0 Cote d'Ivoire,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Scotland,Cote d'Ivoire,Scotland,1,0,1,0,0,1,0,1,1,0,0,2026-03-31,Friendly,Cote d'Ivoire 1-0 Scotland,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Senegal,Cote d'Ivoire,Senegal,28,10,14,8,6,36,23,6,3,3,0,2024-01-29,African Cup of Nations,Cote d'Ivoire 1-1 Senegal,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||South Africa,Cote d'Ivoire,South Africa,8,5,1,5,2,5,7,4,1,2,1,2023-10-17,Friendly,Cote d'Ivoire 1-1 South Africa,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Spain,Cote d'Ivoire,Spain,1,0,0,0,1,2,3,0,0,0,0,2006-03-01,Friendly,Spain 3-2 Cote d'Ivoire,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Sweden,Cote d'Ivoire,Sweden,3,0,2,0,1,3,3,2,1,0,1,2017-01-08,Friendly,Cote d'Ivoire 2-1 Sweden,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Switzerland,Cote d'Ivoire,Switzerland,2,0,1,1,0,2,1,0,0,0,0,2006-05-27,Friendly,Switzerland 1-1 Cote d'Ivoire,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Tunisia,Cote d'Ivoire,Tunisia,20,7,8,6,6,31,27,3,3,0,0,2019-09-10,Friendly,Cote d'Ivoire 2-1 Tunisia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Türkiye,Cote d'Ivoire,Türkiye,1,0,0,1,0,1,1,0,0,0,0,2009-02-11,Friendly,Türkiye 1-1 Cote d'Ivoire,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||USA,Cote d'Ivoire,USA,1,1,0,0,1,2,5,0,0,0,0,1992-10-19,Confederations Cup,USA 5-2 Cote d'Ivoire,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Uruguay,Cote d'Ivoire,Uruguay,1,0,1,0,0,2,1,1,1,0,0,2024-03-26,Friendly,Cote d'Ivoire 2-1 Uruguay,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Cote d'Ivoire||Uzbekistan,Cote d'Ivoire,Uzbekistan,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Curacao,Croatia,Curacao,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Czechia,Croatia,Czechia,6,5,2,4,0,13,7,5,2,3,0,2025-10-09,FIFA World Cup qualification,Czechia 0-0 Croatia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Ecuador,Croatia,Ecuador,1,1,0,0,1,0,1,0,0,0,0,2002-06-13,FIFA World Cup,Ecuador 1-0 Croatia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Egypt,Croatia,Egypt,2,2,1,1,0,6,4,1,1,0,0,2024-03-26,FIFA Series,Egypt 2-4 Croatia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||England,Croatia,England,11,9,3,2,6,13,22,4,1,1,2,2021-06-13,UEFA Euro,England 1-0 Croatia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||France,Croatia,France,12,9,2,3,7,12,22,8,2,2,4,2025-03-23,UEFA Nations League,France 2-0 Croatia,L,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Germany,Croatia,Germany,8,3,2,1,5,10,18,0,0,0,0,2008-06-12,UEFA Euro,Croatia 2-1 Germany,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Ghana,Croatia,Ghana,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Haiti,Croatia,Haiti,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||IR Iran,Croatia,IR Iran,2,0,1,1,0,4,2,0,0,0,0,2006-05-28,Friendly,Croatia 2-2 IR Iran,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Iraq,Croatia,Iraq,0,0,0,0,0,0,0,0,0,0,0,,,,,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Japan,Croatia,Japan,4,4,1,2,1,5,5,1,0,1,0,2022-12-05,FIFA World Cup,Japan 1-1 Croatia,D,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Jordan,Croatia,Jordan,1,0,1,0,0,2,1,1,1,0,0,2018-10-15,Friendly,Croatia 2-1 Jordan,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Korea Republic,Croatia,Korea Republic,7,2,3,2,2,11,7,2,2,0,0,2013-09-10,Friendly,Korea Republic 1-2 Croatia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Mexico,Croatia,Mexico,6,3,4,0,2,9,6,3,2,0,1,2018-03-27,Friendly,Mexico 0-1 Croatia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Morocco,Croatia,Morocco,3,3,1,2,0,4,3,2,1,1,0,2022-12-17,FIFA World Cup,Croatia 2-1 Morocco,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
Croatia||Netherlands,Croatia,Netherlands,3,2,2,0,1,6,6,1,1,0,0,2023-06-14,UEFA Nations League,Netherlands 2-4 Croatia,W,https://raw.githubusercontent.com/martj42/international_results/master/results.csv
